id,type,category,epoch,difficulty,points,question,content,correctAnswer,rubric,tags,metadata,createdAt,updatedAt,work
cmh5ev8zx00fwqhd9ydmp6dgv,CLOSED_SINGLE,LANGUAGE_USE,,3,2,Co to jest chiazm?,"{""options"": [""powtórzenie na początku"", ""odwrócenie szyku w symetrii"", ""brak spójników"", ""nadmiar spójników""]}",1,,"{language_use,closed_single,difficulty-3,batch-2025-01}","{""explanation"": ""Np. 'Trzeba jeść, aby żyć, nie żyć, aby jeść'""}",2025-10-24 22:16:53.326,2025-10-24 22:16:53.326,
cmh5ev90000fxqhd9ll6cufss,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,3,4,Które cechy są wspólne dla romantyzmu i Młodej Polski?,"{""options"": [""indywidualizm artysty"", ""praca organiczna"", ""mistycyzm i symbolika"", ""realizm"", ""pesymizm i melancholia""]}","[0, 2, 4]",,"{historical_literary,closed_multiple,difficulty-3,batch-2025-01}",,2025-10-24 22:16:53.328,2025-10-24 22:16:53.328,
cmh5ev90200fyqhd9ifjtepoz,CLOSED_SINGLE,LANGUAGE_USE,,5,3,Określ typ modalności.,"{""options"": [""deontyczna"", ""epistemiczna"", ""abulitywna"", ""aksjologiczna""], ""question"": ""Jaka modalność?"", ""sentence"": ""Jan musi być w domu (wniosek logiczny, nie nakaz).""}",1,,"{language_use,closed_single,difficulty-5,batch-2025-01}","{""explanation"": ""Epistemiczna - wniosek o prawdopodobieństwie""}",2025-10-24 22:16:53.33,2025-10-24 22:16:53.33,
cmh5ev90400fzqhd972irvepu,CLOSED_SINGLE,LANGUAGE_USE,,2,1,W którym szeregu wszystkie wyrazy są niepodzielne słowotwórczo?,"{""options"": [""dom, stół, nos"", ""domek, stolik, nosek"", ""pisarz, malarz, lekarz"", ""pisać, malować, leczyć""]}",0,,"{language_use,closed_single,difficulty-2,batch-2025-01,słowotwórstwo,morfologia}",,2025-10-24 22:16:53.332,2025-10-24 22:16:53.332,
cmh5ev90600g0qhd9skvu8yge,CLOSED_MULTIPLE,LANGUAGE_USE,,3,2,Które wyrazy zawierają przyrostek zdrabniający?,"{""options"": [""kotek"", ""piesek"", ""młotek"", ""kwiatek"", ""statek"", ""domek""]}","[0, 1, 3, 5]",,"{language_use,closed_multiple,difficulty-3,batch-2025-01,słowotwórstwo,zdrobnienia}",,2025-10-24 22:16:53.334,2025-10-24 22:16:53.334,
cmh5ev90800g1qhd969y5zk6e,SHORT_ANSWER,LANGUAGE_USE,,3,2,Wyjaśnij różnicę znaczeniową między wyrazami 'bezdomny' a 'bezdomowy'. Podaj przykłady użycia.,"{""requirements"": [""Wyjaśnienie różnicy"", ""Przykład dla każdego wyrazu""]}",,,"{language_use,short_answer,difficulty-3,batch-2025-01,znaczenie,słowotwórstwo}",,2025-10-24 22:16:53.336,2025-10-24 22:16:53.336,
cmh5ev90a00g2qhd9a9yd7612,CLOSED_SINGLE,LANGUAGE_USE,,2,1,W którym zdaniu poprawnie zastosowano przecinki?,"{""options"": [""Jan, który przyszedł wczoraj jest moim bratem."", ""Jan który przyszedł wczoraj, jest moim bratem."", ""Jan, który przyszedł wczoraj, jest moim bratem."", ""Jan który, przyszedł wczoraj jest moim bratem.""]}",2,,"{language_use,closed_single,difficulty-2,batch-2025-01,interpunkcja,przecinek}",,2025-10-24 22:16:53.339,2025-10-24 22:16:53.339,
cmh5ev90c00g3qhd9fq6po1gv,SHORT_ANSWER,LANGUAGE_USE,,4,3,"Przeredaguj poniższe zdanie, eliminując pleonazm i tautologię: 'W dniu dzisiejszym cofnęliśmy się do tyłu, aby ponownie jeszcze raz przeanalizować całość wszystkich dokumentów.'","{""requirements"": [""Zachowanie sensu"", ""Eliminacja nadmiaru"", ""Poprawność stylistyczna""]}",,,"{language_use,short_answer,difficulty-4,batch-2025-01,stylistyka,pleonazm,tautologia}",,2025-10-24 22:16:53.341,2025-10-24 22:16:53.341,
cmh5ev90e00g4qhd97628rcce,CLOSED_SINGLE,LANGUAGE_USE,,3,1,Które zdanie zawiera równoważnik zdania?,"{""options"": [""Czytając książkę, zasnąłem."", ""Cisza."", ""Wstać! Siadać!"", ""Kiedy czytałem, zasnąłem.""]}",2,,"{language_use,closed_single,difficulty-3,batch-2025-01,składnia,równoważnik}",,2025-10-24 22:16:53.343,2025-10-24 22:16:53.343,
cmh5ev90h00g5qhd9h6coct60,CLOSED_MULTIPLE,LANGUAGE_USE,,2,2,Które wyrazy są zapożyczeniami z języka francuskiego?,"{""options"": [""abażur"", ""komputer"", ""menu"", ""żakiet"", ""weekend"", ""bulion""]}","[0, 2, 3, 5]",,"{language_use,closed_multiple,difficulty-2,batch-2025-01,zapożyczenia,galicyzmy}",,2025-10-24 22:16:53.345,2025-10-24 22:16:53.345,
cmh5ev90j00g6qhd9w4zpu5ff,SYNTHESIS_NOTE,LANGUAGE_USE,,4,4,Napisz notatkę na temat: 'Frazeologizmy biblijne w języku polskim - źródła i znaczenia' (80-100 słów).,"{""requirements"": [""Minimum 3 przykłady frazeologizmów"", ""Wyjaśnienie pochodzenia"", ""Współczesne znaczenie"", ""Zachowanie limitu słów""]}",,"{""criteria"": [{""name"": ""Przykłady frazeologizmów"", ""points"": 1}, {""name"": ""Wyjaśnienie pochodzenia"", ""points"": 1}, {""name"": ""Znaczenie współczesne"", ""points"": 1}, {""name"": ""Forma i spójność"", ""points"": 1}]}","{language_use,synthesis_note,difficulty-4,batch-2025-01,frazeologia,Biblia,notatka}",,2025-10-24 22:16:53.347,2025-10-24 22:16:53.347,
cmh5ev90l00g7qhd9o2u3q347,SHORT_ANSWER,WRITING,,3,2,Jakie znaczenie dla rozumienia tekstów ma użycie słownictwa wartościującego w tytułach 'Niebezpieczna sztuczna inteligencja' i 'Sztuczna przeciętność'?,"{""context"": ""Przeanalizuj tytuły dwóch artykułów o sztucznej inteligencji."", ""requirements"": [""Wyjaśnij funkcję słownictwa wartościującego"", ""Odnieś się do obu tytułów""]}",,"{""criteria"": [{""name"": ""Identyfikacja słownictwa wartościującego"", ""points"": 1}, {""name"": ""Wyjaśnienie funkcji"", ""points"": 1}]}","{writing,short_answer,difficulty-3,batch-2025-01,""słownictwo wartościujące"",tytuł,funkcja}",,2025-10-24 22:16:53.35,2025-10-24 22:16:53.35,
cmh5ev90o00g8qhd9d19sguhr,CLOSED_SINGLE,LANGUAGE_USE,,2,1,Który środek stylistyczny dominuje w zdaniu: 'Cisza krzyczała mu do ucha'?,"{""options"": [""oksymoron"", ""porównanie"", ""epitet"", ""metonimia""]}",0,,"{language_use,closed_single,difficulty-2,batch-2025-01,""środki stylistyczne"",oksymoron}",,2025-10-24 22:16:53.352,2025-10-24 22:16:53.352,
cmh5ev90r00g9qhd97dgdknsn,CLOSED_MULTIPLE,LANGUAGE_USE,,3,2,"Które ze środków retorycznych występują we fragmencie: 'Piszmy więc o sztucznej inteligencji, debatujmy i twórzmy jej wizje – póki jeszcze możemy...'?","{""options"": [""wyliczenie"", ""gradacja"", ""wielokropek (aposiopeza)"", ""pytanie retoryczne"", ""apostrofa""]}","[0, 2]",,"{language_use,closed_multiple,difficulty-3,batch-2025-01,retoryka,""środki stylistyczne""}",,2025-10-24 22:16:53.355,2025-10-24 22:16:53.355,
cmh5ev90t00gaqhd9hbdu3jgy,SYNTHESIS_NOTE,LANGUAGE_USE,,4,4,Na podstawie dwóch tekstów o sztucznej inteligencji napisz notatkę syntetyzującą na temat: 'Współczesny człowiek wobec sztucznej inteligencji'.,"{""texts"": [""Tekst 1: Aleksandra Stanisławska - 'Niebezpieczna sztuczna inteligencja'"", ""Tekst 2: Łukasz Lamża - 'Sztuczna przeciętność'""], ""requirements"": [""60-90 wyrazów"", ""Przedstawienie stanowisk obu autorów"", ""Wskazanie podobieństw i różnic"", ""Zachowanie spójności""]}",,"{""criteria"": [{""name"": ""Przedstawienie stanowisk"", ""points"": 1}, {""name"": ""Zestawienie stanowisk"", ""points"": 1}, {""name"": ""Spójność"", ""points"": 1}, {""name"": ""Poprawność językowa"", ""points"": 1}]}","{language_use,synthesis_note,difficulty-4,batch-2025-01,""notatka syntetyzująca"",AI,synteza}",,2025-10-24 22:16:53.357,2025-10-24 22:16:53.357,
cmh5ev90v00gbqhd9j5r9kasi,CLOSED_SINGLE,LANGUAGE_USE,,2,1,"Jaka funkcja języka dominuje w zdaniu: 'Architektura, sztuka związana z precyzyjnym rysunkiem i ścisłym planowaniem'?","{""options"": [""informatywna"", ""ekspresywna"", ""impresywna"", ""poetycka""]}",0,,"{language_use,closed_single,difficulty-2,batch-2025-01,""funkcje języka""}",,2025-10-24 22:16:53.36,2025-10-24 22:16:53.36,
cmh5ev90x00gcqhd9pbw3s0r0,SHORT_ANSWER,LANGUAGE_USE,,3,2,"Wyjaśnij, na czym polega ironia w sformułowaniu 'Słowo śnieżka nie w pełni oddaje mordercze warunki'.","{""requirements"": [""Identyfikacja kontrastu"", ""Wyjaśnienie efektu""]}",,,"{language_use,short_answer,difficulty-3,batch-2025-01,ironia,""środki stylistyczne""}",,2025-10-24 22:16:53.362,2025-10-24 22:16:53.362,
cmh5ev90z00gdqhd95piswars,CLOSED_SINGLE,LANGUAGE_USE,,1,1,"Wskaż zdanie, w którym poprawnie użyto imiesłowu przysłówkowego:","{""options"": [""Czytając książkę, zadzwonił telefon."", ""Czytając książkę, usłyszałem dzwonek."", ""Czytając książkę, mama zawołała na obiad."", ""Czytając książkę, przyszedł listonosz.""]}",1,,"{language_use,closed_single,difficulty-1,batch-2025-01,imiesłów,składnia}",,2025-10-24 22:16:53.364,2025-10-24 22:16:53.364,
cmh5ev91100geqhd90t8wncxg,CLOSED_MULTIPLE,LANGUAGE_USE,,3,2,W których wyrazach występuje upodobnienie wsteczne?,"{""options"": [""prośba"", ""krzesło"", ""wszyscy"", ""jakże"", ""babka""]}","[0, 3, 4]",,"{language_use,closed_multiple,difficulty-3,batch-2025-01,fonetyka,upodobnienia}",,2025-10-24 22:16:53.366,2025-10-24 22:16:53.366,
cmh5ev91300gfqhd9ec0ies7p,SHORT_ANSWER,LANGUAGE_USE,,2,2,Przekształć zdanie złożone współrzędnie w pojedyncze: 'Nadeszła wiosna i ptaki powróciły z ciepłych krajów.',"{""hint"": ""Użyj konstrukcji z okolicznikiem czasu""}",,,"{language_use,short_answer,difficulty-2,batch-2025-01,składnia,przekształcenia}",,2025-10-24 22:16:53.368,2025-10-24 22:16:53.368,
cmh5ev91500ggqhd9o9ha9hfq,CLOSED_SINGLE,LANGUAGE_USE,,2,1,Który frazeologizm oznacza 'mówić w sposób niezrozumiały'?,"{""options"": [""mówić trzy po trzy"", ""mówić prosto z mostu"", ""mówić między wierszami"", ""mówić jak do ściany""]}",0,,"{language_use,closed_single,difficulty-2,batch-2025-01,frazeologia}",,2025-10-24 22:16:53.37,2025-10-24 22:16:53.37,
cmh5ev91800ghqhd993hv2ctu,SHORT_ANSWER,HISTORICAL_LITERARY,ANTIQUITY,4,3,Porównaj koncepcję fatum w 'Królu Edypie' Sofoklesa z ideą przeznaczenia w 'Makbecie' Szekspira. Wskaż podobieństwa i różnice.,"{""requirements"": [""Definicja fatum"", ""Rola przeznaczenia w obu utworach"", ""Minimum dwa podobieństwa"", ""Minimum dwie różnice""]}",,,"{historical_literary,short_answer,difficulty-4,antiquity,batch-2025-01,""tragedia antyczna"",Sofokles,Szekspir,fatum}",,2025-10-24 22:16:53.372,2025-10-24 22:16:53.372,
cmh5ev91a00giqhd9nuz8izu4,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Która z cech NIE jest charakterystyczna dla eposu homeryckiego?,"{""options"": [""inwokacja"", ""epitety stałe"", ""porównania homeryckie"", ""jedność czasu, miejsca i akcji""]}",3,,"{historical_literary,closed_single,difficulty-2,antiquity,batch-2025-01,epos,Homer,""cechy gatunku""}",,2025-10-24 22:16:53.374,2025-10-24 22:16:53.374,
cmh5ev91c00gjqhd9jzvnwukh,SHORT_ANSWER,HISTORICAL_LITERARY,RENAISSANCE,3,2,"Na przykładzie fraszki 'Na lipę' Jana Kochanowskiego wyjaśnij, czym jest locus amoenus i jak poeta wykorzystuje ten topos.","{""requirements"": [""Definicja toposu"", ""Cytaty z fraszki"", ""Funkcja w utworze""]}",,,"{historical_literary,short_answer,difficulty-3,renaissance,batch-2025-01,Kochanowski,topos,fraszki,""locus amoenus""}",,2025-10-24 22:16:53.376,2025-10-24 22:16:53.376,
cmh5ev91e00gkqhd94v71oixx,CLOSED_MULTIPLE,HISTORICAL_LITERARY,RENAISSANCE,3,2,Które elementy filozofii renesansowej znajdują odbicie w 'Trenach' Kochanowskiego?,"{""options"": [""antropocentryzm"", ""teocentryzm"", ""humanizm chrześcijański"", ""epikureizm"", ""stoicyzm"", ""ascetyzm""]}","[0, 2, 4]",,"{historical_literary,closed_multiple,difficulty-3,renaissance,batch-2025-01,Treny,filozofia,renesans}",,2025-10-24 22:16:53.378,2025-10-24 22:16:53.378,
cmk56s4ew0099qh49jnhek5uu,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,5,1,Jak interpretuje tragizm Edypa filozofia egzystencjalna (np. Camus)?,"{""options"": [""Jako model buntu przeciw absurdowi i godnego przyjęcia losu"", ""Jako dowód na sprawiedliwość boską"", ""Jako przestrogę przed niemoralnością"", ""Jako ilustrację teorii ewolucji""]}",0,,"{egzystencjalizm,Camus,absurd}","{""explanation"": ""Dla egzystencjalistów jak Camus, Edyp jest wzorem godnego stawienia czoła absurdowi egzystencji - heroiczny bunt przez akceptację, nie przez ucieczkę.""}",2026-01-08 08:29:37.496,2026-01-08 08:29:37.496,Król Edyp
cmh5ev91i00gmqhd9ycgix1hn,CLOSED_SINGLE,HISTORICAL_LITERARY,ROMANTICISM,2,1,Który z romantyków jest autorem koncepcji 'poezji w czyn wcielonej'?,"{""options"": [""Adam Mickiewicz"", ""Juliusz Słowacki"", ""Cyprian Kamil Norwid"", ""Zygmunt Krasiński""]}",2,,"{historical_literary,closed_single,difficulty-2,romanticism,batch-2025-01,Norwid,""koncepcje poetyckie""}",,2025-10-24 22:16:53.383,2025-10-24 22:16:53.383,
cmh5ev91k00gnqhd985rnxoke,SHORT_ANSWER,HISTORICAL_LITERARY,POSITIVISM,4,3,"Analizując postać Izabeli Łęckiej z 'Lalki', wykaż, że jest ona postacią bardziej złożoną niż typowa 'lalka salonowa'. Odwołaj się do trzech różnych scen.","{""requirements"": [""Teza o złożoności postaci"", ""Trzy przykłady z różnych scen"", ""Interpretacja zachowań""]}",,,"{historical_literary,short_answer,difficulty-4,positivism,batch-2025-01,Lalka,""Izabela Łęcka"",""analiza postaci""}",,2025-10-24 22:16:53.385,2025-10-24 22:16:53.385,
cmh5ev91n00goqhd9kq753lyp,CLOSED_MULTIPLE,HISTORICAL_LITERARY,POSITIVISM,3,2,Które problemy społeczne porusza Prus w noweli 'Kamizelka'?,"{""options"": [""bieda miejska"", ""emancypacja kobiet"", ""asymilacja Żydów"", ""degradacja inteligencji"", ""alkoholizm"", ""wyzysk robotników""]}","[0, 3]",,"{historical_literary,closed_multiple,difficulty-3,positivism,batch-2025-01,Prus,nowela,""problematyka społeczna""}",,2025-10-24 22:16:53.387,2025-10-24 22:16:53.387,
cmh5ev91p00gpqhd95ytyzgiu,SHORT_ANSWER,HISTORICAL_LITERARY,YOUNG_POLAND,3,2,Wyjaśnij symboliczne znaczenie 'błękitnej róży' w poezji młodopolskiej. Odwołaj się do wiersza Leopolda Staffa.,"{""hint"": ""Symbol nieosiągalnego ideału"", ""requirements"": [""Znaczenie symbolu"", ""Kontekst młodopolski"", ""Przykład z poezji""]}",,,"{historical_literary,short_answer,difficulty-3,young_poland,batch-2025-01,symbolizm,Staff,""błękitna róża""}",,2025-10-24 22:16:53.389,2025-10-24 22:16:53.389,
cmh5ev91r00gqqhd9pez0pmo9,CLOSED_SINGLE,HISTORICAL_LITERARY,INTERWAR,3,1,"Która grupa poetycka dwudziestolecia międzywojennego głosiła hasło 'Miasto, masa, maszyna'?","{""options"": [""Awangarda Krakowska"", ""Skamander"", ""Kwadryga"", ""Żagary""]}",0,,"{historical_literary,closed_single,difficulty-3,interwar,batch-2025-01,awangarda,""grupy poetyckie"",futuryzm}",,2025-10-24 22:16:53.391,2025-10-24 22:16:53.391,
cmh5ev91t00grqhd9j1qhghpp,SHORT_ANSWER,HISTORICAL_LITERARY,INTERWAR,4,3,Jak Witkacy w dramacie 'Szewcy' realizuje swoją teorię Czystej Formy? Podaj trzy przykłady.,"{""requirements"": [""Wyjaśnienie teorii"", ""Trzy przykłady realizacji"", ""Efekt artystyczny""]}",,,"{historical_literary,short_answer,difficulty-4,interwar,batch-2025-01,Witkacy,""Czysta Forma"",Szewcy}",,2025-10-24 22:16:53.393,2025-10-24 22:16:53.393,
cmh5ev91v00gsqhd985n73bqv,SYNTHESIS_NOTE,HISTORICAL_LITERARY,CONTEMPORARY,4,4,Porównaj sposób przedstawienia doświadczenia wojny w poezji Krzysztofa Kamila Baczyńskiego i Tadeusza Różewicza. Napisz notatkę syntetyzującą (90-110 słów).,"{""requirements"": [""Pokolenie Kolumbów vs ocaleni"", ""Różnice w poetyce"", ""Stosunek do heroizmu"", ""Cytaty z wierszy""]}",,"{""criteria"": [{""name"": ""Charakterystyka poetów"", ""points"": 1}, {""name"": ""Analiza różnic"", ""points"": 1}, {""name"": ""Przykłady z tekstów"", ""points"": 1}, {""name"": ""Synteza i spójność"", ""points"": 1}]}","{historical_literary,synthesis_note,difficulty-4,contemporary,batch-2025-01,Baczyński,Różewicz,wojna,poezja}",,2025-10-24 22:16:53.396,2025-10-24 22:16:53.396,
cmh5ev91y00gtqhd9cf9a7f1h,CLOSED_MULTIPLE,HISTORICAL_LITERARY,CONTEMPORARY,3,2,Które cechy charakteryzują poetykę Wisławy Szymborskiej?,"{""options"": [""ironia"", ""patos"", ""prostota języka"", ""hermetyczność"", ""paradoks"", ""monumentalizm""]}","[0, 2, 4]",,"{historical_literary,closed_multiple,difficulty-3,contemporary,batch-2025-01,Szymborska,poetyka,cechy}",,2025-10-24 22:16:53.398,2025-10-24 22:16:53.398,
cmh5ev92000guqhd9kzlnp8o7,SHORT_ANSWER,HISTORICAL_LITERARY,,4,3,Prześledź ewolucję motywu theatrum mundi od baroku (Calderón) przez romantyzm (Słowacki 'Kordian') po współczesność (Mrożek 'Tango').,"{""requirements"": [""Definicja motywu"", ""Realizacja w każdej epoce"", ""Wnioski o ewolucji""]}",,,"{historical_literary,short_answer,difficulty-4,batch-2025-01,""theatrum mundi"",motywy,komparatystyka}",,2025-10-24 22:16:53.4,2025-10-24 22:16:53.4,
cmh5ev92200gvqhd96n83hxmi,SHORT_ANSWER,HISTORICAL_LITERARY,ANTIQUITY,2,1,Czy opis stworzenia Adama w Księdze Rodzaju jest taki sam jak na fresku Michała Anioła „Stworzenie Adama”? Uzasadnij.,"{""contextLinks"": [{""type"": ""text"", ""title"": ""Księga Rodzaju - Stworzenie człowieka"", ""content"": ""W ten sposób zostały ukończone niebo i ziemia oraz wszystkie jej zastępy [stworzeń]. **2**A gdy Bóg ukończył w dniu szóstym swe dzieło, nad którym pracował, odpoczął dnia siódmego po całym swym trudzie, jaki podjął. **3**Wtedy Bóg pobłogosławił ów siódmy dzień i uczynił go świętym; w tym bowiem dniu odpoczął po całej swej pracy, którą wykonał stwarzając. **4**Oto są dzieje początków po stworzeniu nieba i ziemi.\n\n###Drugi opis stworzenia człowieka\n\nGdy Pan Bóg uczynił ziemię i niebo, **5**nie było jeszcze żadnego krzewu polnego na ziemi, ani żadna trawa polna jeszcze nie wzeszła - bo Pan Bóg nie zsyłał deszczu na ziemię i nie było człowieka, który by uprawiał ziemię **6**i rów kopał w ziemi, aby w ten sposób nawadniać całą powierzchnię gleby - **7**wtedy to Pan Bóg ulepił człowieka z prochu ziemi i tchnął w jego nozdrza tchnienie życia, wskutek czego stał się człowiek istotą żywą.\n\n###Pierwotny stan szczęścia\n\n**8**A zasadziwszy ogród w Eden na wschodzie, Pan Bóg umieścił tam człowieka, którego ulepił. **9**Na rozkaz Pana Boga wyrosły z gleby wszelkie drzewa miłe z wyglądu i smaczny owoc rodzące oraz drzewo życia w środku tego ogrodu i drzewo poznania dobra i zła. **10**Z Edenu zaś wypływała rzeka, aby nawadniać ów ogród, i stamtąd się rozdzielała, dając początek czterem rzekom. **11**Nazwa pierwszej - Piszon; jest to ta, która okrąża cały kraj Chawila, gdzie się znajduje złoto. **12**A złoto owej krainy jest znakomite; tam jest także wonna żywica i kamień czerwony. **13**Nazwa drugiej rzeki - Gichon; okrąża ona cały kraj - Kusz. **14**Nazwa rzeki trzeciej - Chiddekel; płynie ona na wschód od Aszszuru. Rzeka czwarta - to Perat. **15**Pan Bóg wziął zatem człowieka i umieścił go w ogrodzie Eden, aby uprawiał go i doglądał. **16**A przy tym Pan Bóg dał człowiekowi taki rozkaz: «Z wszelkiego drzewa tego ogrodu możesz spożywać według upodobania; **17**ale z drzewa poznania dobra i zła nie wolno ci jeść, bo gdy z niego spożyjesz, niechybnie umrzesz». **18**Potem Pan Bóg rzekł: «Nie jest dobrze, żeby mężczyzna był sam, uczynię mu zatem odpowiednią dla niego pomoc». **19**Ulepiwszy z gleby wszelkie zwierzęta lądowe i wszelkie ptaki powietrzne, Pan Bóg przyprowadził je do mężczyzny, aby przekonać się, jaką on da im nazwę. Każde jednak zwierzę, które określił mężczyzna, otrzymało nazwę \""istota żywa\"". **20**I tak mężczyzna dał nazwy wszelkiemu bydłu, ptakom powietrznym i wszelkiemu zwierzęciu polnemu, ale nie znalazła się pomoc odpowiednia dla mężczyzny. **21**Wtedy to Pan sprawił, że mężczyzna pogrążył się w głębokim śnie, i gdy spał wyjął jedno z jego żeber, a miejsce to zapełnił ciałem. **22**Po czym Pan Bóg z żebra, które wyjął z mężczyzny, zbudował niewiastę. A gdy ją przyprowadził do mężczyzny, **23**mężczyzna powiedział: «Ta dopiero jest kością z moich kości i ciałem z mego ciała! Ta będzie się zwała niewiastą, bo ta z mężczyzny została wzięta». **24**Dlatego to mężczyzna opuszcza ojca swego i matkę swoją i łączy się ze swą żoną tak ściśle, że stają się jednym ciałem. **25**Chociaż mężczyzna i jego żona byli nadzy, nie odczuwali wobec siebie wstydu."", ""trigger"": ""opis stworzenia Adama w Księdze Rodzaju""}, {""type"": ""image"", ""title"": ""Michał Anioł - Stworzenie Adama"", ""trigger"": ""na fresku Michała Anioła „Stworzenie Adama”"", ""imageUrl"": ""https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Michelangelo_-_Creation_of_Adam_%28cropped%29.jpg/1200px-Michelangelo_-_Creation_of_Adam_%28cropped%29.jpg""}], ""requirements"": [""Porównanie tekstów kultury"", ""Uzasadnienie""]}",,,"{historical_literary,short_answer,difficulty-2,antiquity,batch-2025-01,Biblia,malarstwo,""Księga Rodzaju""}",,2025-10-24 22:16:53.402,2025-10-24 22:16:53.402,
cmh5ev92500gwqhd9byzybcym,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,1,1,Co oznacza frazeologizm 'hiobowe wieści'?,"{""options"": [""Złe, tragiczne wiadomości"", ""Dobre nowiny"", ""Plotki i pogłoski"", ""Wieści z daleka""]}",0,,"{historical_literary,closed_single,difficulty-1,antiquity,batch-2025-01,Biblia,frazeologia,""Księga Hioba""}",,2025-10-24 22:16:53.405,2025-10-24 22:16:53.405,
cmh5ev92700gxqhd97u8gst7v,SHORT_ANSWER,HISTORICAL_LITERARY,ANTIQUITY,3,2,Wymień dwa środki językowe charakterystyczne dla stylu biblijnego i zilustruj je przykładami z Psalmu 57.,"{""text"": ""Fragment Psalmu 57: 'Zbudź się, duszo moja, zbudź, harfo i cytro!'"", ""requirements"": [""Nazwy środków"", ""Przykłady z tekstu""]}",,,"{historical_literary,short_answer,difficulty-3,antiquity,batch-2025-01,""styl biblijny"",psalmy,""środki stylistyczne""}",,2025-10-24 22:16:53.407,2025-10-24 22:16:53.407,
cmh5ev92900gyqhd90seah3uh,CLOSED_SINGLE,HISTORICAL_LITERARY,ANTIQUITY,2,1,Która postać mitologiczna jest zwiastunką nieszczęść?,"{""options"": [""Kasandra"", ""Penelopa"", ""Niobe"", ""Pandora""]}",0,,"{historical_literary,closed_single,difficulty-2,antiquity,batch-2025-01,mitologia,postacie}",,2025-10-24 22:16:53.409,2025-10-24 22:16:53.409,
cmh5ev92b00gzqhd957cswffa,SHORT_ANSWER,HISTORICAL_LITERARY,ANTIQUITY,3,2,"Wyjaśnij, na czym polega reinterpretacja mitu o Minotaurze w utworze Zbigniewa Herberta 'Historia Minotaura'.","{""hint"": ""Porównaj z mitologicznym pierwowzorem""}",,,"{historical_literary,short_answer,difficulty-3,antiquity,batch-2025-01,Herbert,mitologia,reinterpretacja}",,2025-10-24 22:16:53.411,2025-10-24 22:16:53.411,
cmh5ev92d00h0qhd9g0sk1r2l,CLOSED_MULTIPLE,HISTORICAL_LITERARY,MIDDLE_AGES,2,2,Które utwory należą do literatury średniowiecznej?,"{""options"": [""Bogurodzica"", ""Treny"", ""Rozmowa Mistrza Polikarpa ze Śmiercią"", ""Legenda o św. Aleksym"", ""Odprawa posłów greckich""]}","[0, 2, 3]",,"{historical_literary,closed_multiple,difficulty-2,middle_ages,batch-2025-01,średniowiecze,utwory}",,2025-10-24 22:16:53.413,2025-10-24 22:16:53.413,
cmh5ev92f00h1qhd9fjmylbfq,SHORT_ANSWER,HISTORICAL_LITERARY,MIDDLE_AGES,2,1,"Jaką funkcję języka pełni fragment „Posłuchajcie, bracia miła” z Lamentu świętokrzyskiego?","{""hint"": ""Podmiot wyraża swoje uczucia"", ""options"": [""ekspresywna"", ""impresywna"", ""informatywna""]}",,,"{historical_literary,short_answer,difficulty-2,middle_ages,batch-2025-01,""Lament świętokrzyski"",""funkcje języka""}",,2025-10-24 22:16:53.415,2025-10-24 22:16:53.415,
cmh5ev92h00h2qhd9fgbzx89b,CLOSED_SINGLE,HISTORICAL_LITERARY,MIDDLE_AGES,2,1,Motyw ars moriendi oznacza:,"{""options"": [""sztukę umierania"", ""sztukę życia"", ""sztukę walki"", ""sztukę miłości""]}",0,,"{historical_literary,closed_single,difficulty-2,middle_ages,batch-2025-01,motywy,łacina,średniowiecze}",,2025-10-24 22:16:53.418,2025-10-24 22:16:53.418,
cmh5ev92j00h3qhd9gduspvqr,CLOSED_SINGLE,HISTORICAL_LITERARY,RENAISSANCE,1,1,Kto jest autorem cyklu „Trenów”?,"{""options"": [""Jan Kochanowski"", ""Mikołaj Rej"", ""Łukasz Górnicki"", ""Andrzej Frycz Modrzewski""]}",0,,"{historical_literary,closed_single,difficulty-1,renaissance,batch-2025-01,renesans,Kochanowski,Treny}",,2025-10-24 22:16:53.42,2025-10-24 22:16:53.42,Treny
cmh5ev92m00h4qhd9d5cf3igf,SHORT_ANSWER,HISTORICAL_LITERARY,RENAISSANCE,3,2,"Wyjaśnij, na czym polega zachwianie postawy stoickiej w Trenie IX Kochanowskiego. Zacytuj odpowiedni fragment.","{""hint"": ""Szukaj fragmentu o mądrości filozoficznej""}",,,"{historical_literary,short_answer,difficulty-3,renaissance,batch-2025-01,Treny,stoicyzm,Kochanowski}",,2025-10-24 22:16:53.422,2025-10-24 22:16:53.422,
cmh5ev92o00h5qhd9pdzdf9yv,CLOSED_SINGLE,HISTORICAL_LITERARY,RENAISSANCE,2,1,Jaki motyw antyczny wykorzystał Kochanowski w Pieśni IX (Księgi wtóre)?,"{""options"": [""koło Fortuny"", ""Dedal i Ikar"", ""puszka Pandory"", ""nić Ariadny""]}",0,,"{historical_literary,closed_single,difficulty-2,renaissance,batch-2025-01,""motywy antyczne"",Kochanowski,pieśni}",,2025-10-24 22:16:53.424,2025-10-24 22:16:53.424,
