id,type,category,work,difficulty,question,createdAt
cmh5evabo010dqhd9cs6eat1r,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,Scharakteryzuj postać Maruszewicza.,2025-10-24 22:16:55.045
cmh5evabm010cqhd9m6eiog6o,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,"Wyjaśnij, dlaczego baron Dalski wyzwał Starskiego na pojedynek.",2025-10-24 22:16:55.043
cmh5evabk010bqhd998ix1oml,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,"Opisz, jak Wokulski pomagał ludziom w potrzebie.",2025-10-24 22:16:55.04
cmh5evabi010aqhd9utp5wo94,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,"Wyjaśnij, kim była pani Wąsowska i jaką rolę odegrała w życiu Wokulskiego.",2025-10-24 22:16:55.038
cmh5evabf0109qhd93j19pf75,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,4,"Dopasuj cytaty do postaci, które je wypowiedziały lub ich dotyczą.",2025-10-24 22:16:55.036
cmh5evabd0108qhd9sslwmyzl,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,Uzupełnij informacje o Henryku Szlangbaumie.,2025-10-24 22:16:55.033
cmh5evaba0107qhd9bw27m8mp,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto odziedziczył 60 tysięcy rubli od ciotki Hortensji?,2025-10-24 22:16:55.031
cmh5evab80106qhd9zp7n3p67,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Ile wynosił zysk ze spółki handlującej z cesarstwem?,2025-10-24 22:16:55.028
cmh5evab60105qhd9vp3hexru,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Ile Wokulski zapłacił za klacz wyścigową od Maruszewicza?,2025-10-24 22:16:55.026
cmh5evab30104qhd9b1naymrm,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Co Wokulski zobaczył w konfesjonale w kościele?,2025-10-24 22:16:55.024
cmh5evab10103qhd9lltpaxt5,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,Dopasuj osoby do ich zawodów lub zajęć w powieści.,2025-10-24 22:16:55.021
cmh5evaay0102qhd9clp7vb1m,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,4,Które cechy charakteryzują prezesową Zasławską? (wybierz wszystkie poprawne),2025-10-24 22:16:55.019
cmh5evaaw0101qhd9mowplkkw,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Uzupełnij informacje o młodości Wokulskiego.,2025-10-24 22:16:55.016
cmh5evaat0100qhd9evui06gw,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,Dopasuj postacie do ich marzeń i aspiracji.,2025-10-24 22:16:55.014
cmh5evaar00zzqhd97ral9s4n,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Gdzie mieszkał Ludwik Stawski - zaginiony mąż Heleny?,2025-10-24 22:16:55.011
cmh5evaao00zyqhd92nt4ioww,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,"Kto powiedział, że Wokulski to polski romantyk i półgłówek?",2025-10-24 22:16:55.008
cmh5evaak00zxqhd9omk8nt7l,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Ile pieniędzy Wokulski zapisał Ochockiemu w testamencie?,2025-10-24 22:16:55.005
cmh5evaae00zwqhd9ssfxbupt,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Jaki metal Geist chciał stworzyć jako swoje największe odkrycie?,2025-10-24 22:16:54.998
cmh5evaab00zvqhd9corw1wa9,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,"Kto w „Lalce” wygłosił przemówienie o małżeństwie jako związku rozumnym, a nie miłosnym?",2025-10-24 22:16:54.996
cmh5evaa900zuqhd9a1tv51xm,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Ile tysięcy rubli długów miał Kazimierz Starski?,2025-10-24 22:16:54.994
cmh5evaa700ztqhd9glidvig6,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto był ojcem chrzestnym dziecka Wysockiego?,2025-10-24 22:16:54.991
cmh5evaa500zsqhd9bojsnzcj,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Które działania Wokulskiego były motywowane miłością do Izabeli? (wybierz wszystkie poprawne),2025-10-24 22:16:54.989
cmh5evaa200zrqhd9fkq2ei9o,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,Dopasuj miejsca w Paryżu do ich symbolicznego znaczenia dla Wokulskiego.,2025-10-24 22:16:54.987
cmh5evaa000zqqhd99u2quua4,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Jaki prezent Wokulski kupił Mariannie (byłej prostytutce) na ślub?,2025-10-24 22:16:54.984
cmh5eva9y00zpqhd9yiciiwpk,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Co Wokulski planował zbudować na Powiślu?,2025-10-24 22:16:54.982
cmh5eva9v00zoqhd9ro8p3cvp,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto kupił sklep Wokulskiego?,2025-10-24 22:16:54.98
cmh5eva9t00znqhd90a21uojo,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,Opisz proces sądowy o lalkę między Heleną Stawską a baronową Krzeszowską.,2025-10-24 22:16:54.978
cmh5eva9r00zmqhd9wx8sphkl,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,"Wyjaśnij, czym zajmował się doktor Szuman.",2025-10-24 22:16:54.975
cmh5eva9o00zlqhd931ie8feh,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,Scharakteryzuj relację między Wokulskim a Rzeckim.,2025-10-24 22:16:54.972
cmh5eva9l00zkqhd9smdlc290,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,"Wyjaśnij, dlaczego Wokulski zorganizował aplauz dla Rossiego.",2025-10-24 22:16:54.97
cmh5eva9j00zjqhd9x34neg6t,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,4,Dopasuj symbole do ich znaczenia w powieści.,2025-10-24 22:16:54.967
cmh5eva9g00ziqhd94arv3zbs,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,Uzupełnij informacje o finale powieści.,2025-10-24 22:16:54.964
cmh5eva9e00zhqhd94r5sgh3h,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Ile pieniędzy Wokulski ofiarował podczas kwesty w kościele?,2025-10-24 22:16:54.962
cmh5eva9b00zgqhd9fnesgys7,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Co było przyczyną wyjazdu Wokulskiego z pociągu w Skierniewicach?,2025-10-24 22:16:54.96
cmh5eva9900zfqhd9m0eibmf2,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto prowadził Pamiętnik starego subiekta?,2025-10-24 22:16:54.957
cmh5eva9500zeqhd9b44lz5im,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,4,Dopasuj postaci do ich kluczowych decyzji życiowych.,2025-10-24 22:16:54.954
cmh5eva8z00zdqhd9ee2ucumh,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,Które zdania o Wokulskim są prawdziwe? (wybierz wszystkie poprawne),2025-10-24 22:16:54.948
cmh5eva8x00zcqhd9mg63waqb,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Uzupełnij informacje o panu Tomaszu Łęckim.,2025-10-24 22:16:54.945
cmh5eva8u00zbqhd99iywhd80,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,3,"Dopasuj wydarzenia do miejsc, w których się rozegrały.",2025-10-24 22:16:54.943
cmh5eva8s00zaqhd9aayw55db,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Dlaczego Wokulski zrezygnował z pracy u profesora Geista w Paryżu?,2025-10-24 22:16:54.94
cmh5eva8q00z9qhd9oncpc65t,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Jaką cenę zapłacił Wokulski za kamienicę Łęckich?,2025-10-24 22:16:54.938
cmh5eva8o00z8qhd9tiucv9t2,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto uratował życie Wokulskiego podczas próby samobójstwa w Skierniewicach?,2025-10-24 22:16:54.936
cmh5eva8m00z7qhd9h8kejt4w,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Co symbolizuje porównanie Warszawy do gąsienicy przez Wokulskiego w Paryżu?,2025-10-24 22:16:54.934
cmh5eva8k00z6qhd9kjbq2rbx,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Gdzie Wokulski spotkał Izabelę po raz pierwszy?,2025-10-24 22:16:54.932
cmh5eva8i00z5qhd9tvvox2rf,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Dlaczego Wokulski nie mógł zostać naukowcem po powrocie z Syberii?,2025-10-24 22:16:54.93
cmh5eva8g00z4qhd9je0x1c0z,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Ile lat Rzecki mieszkał w swoim ciemnym pokoju przy sklepie?,2025-10-24 22:16:54.928
cmh5eva8e00z3qhd979syfbut,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto był wspólnikiem Wokulskiego podczas zarabiania majątku na wojnie?,2025-10-24 22:16:54.926
cmh5eva8b00z2qhd9y3d7az0h,SHORT_ANSWER,HISTORICAL_LITERARY,,5,"Wyjaśnij, dlaczego Wokulski rezygnuje z kariery naukowej u Geista w Paryżu.",2025-10-24 22:16:54.924
cmh5eva8900z1qhd94cnndeuf,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,"Wyjaśnij, czym jest język ezopowy i jak Prus go stosuje w „Lalce.",2025-10-24 22:16:54.921
cmh5eva8700z0qhd92bvqfcos,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,1,Które wydarzenia miały miejsce w życiu Wokulskiego? (wybierz wszystkie poprawne),2025-10-24 22:16:54.919
cmh5eva8500yzqhd9qi40y8bl,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Uzupełnij informacje o sklepie Wokulskiego.,2025-10-24 22:16:54.917
cmh5eva8200yyqhd9cqygd8ji,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto to była Florentyna w powieści?,2025-10-24 22:16:54.915
cmh5eva8000yxqhd90x3j5tea,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Ile lat miał Wokulski na początku akcji powieści?,2025-10-24 22:16:54.912
cmh5eva7y00ywqhd9jozxrdzo,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Gdzie Rzecki walczył po śmierci ojca?,2025-10-24 22:16:54.91
cmh5eva7v00yvqhd9ab449ofh,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto był pierwszym pracodawcą młodego Wokulskiego?,2025-10-24 22:16:54.908
cmh5eva7s00yuqhd9j0cbhm9j,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Ile pieniędzy Wokulski przywiózł z wojny w Bułgarii?,2025-10-24 22:16:54.905
cmh5eva7o00ytqhd97ldeu568,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,Kim był Maruszewicz w powieści?,2025-10-24 22:16:54.884
cmh5eva7500ysqhd9urxkp03x,SHORT_ANSWER,HISTORICAL_LITERARY,,1,Z jakiej rodziny pochodził Stanisław Wokulski?,2025-10-24 22:16:54.882
cmh5eva7300yrqhd91x6xs9jb,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,Kim był profesor Geist i gdzie go spotkał Wokulski?,2025-10-24 22:16:54.879
cmh5eva7000yqqhd9h08gt1zf,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,Opisz dzielnicę Powiśle w „Lalce”.,2025-10-24 22:16:54.877
cmh5eva6y00ypqhd9rwp4ys55,SHORT_ANSWER,HISTORICAL_LITERARY,,2,"Wyjaśnij, dlaczego Wokulski kupił kamienicę Łęckich za wygórowaną cenę.",2025-10-24 22:16:54.874
cmh5eva6w00yoqhd93kf3yjh6,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,Kim była Helena Stawska i czym różniła się od Izabeli Łęckiej?,2025-10-24 22:16:54.872
cmh5eva6t00ynqhd9dzt8amxl,SHORT_ANSWER,HISTORICAL_LITERARY,,2,Dlaczego Wokulski poślubił Małgorzatę Minclową?,2025-10-24 22:16:54.87
cmh5eva6r00ymqhd9lye9e373,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,Kim był Ignacy Rzecki i jaka była jego rola w życiu Wokulskiego?,2025-10-24 22:16:54.867
cmh5eva6p00ylqhd9px0s9hzt,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,1,Dopasuj postaci do ich zawodów lub zajęć.,2025-10-24 22:16:54.865
cmh5eva6m00ykqhd99zog4pyg,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Które zdania dotyczące Izabeli Łęckiej są prawdziwe? (wybierz wszystkie poprawne),2025-10-24 22:16:54.862
cmh5eva6j00yjqhd9nj9ui3jt,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,"Dopasuj miejsca do wydarzeń, które się w nich rozegrały.",2025-10-24 22:16:54.86
cmh5eva6h00yiqhd90qq3f7fe,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Uzupełnij informacje o życiu Wokulskiego.,2025-10-24 22:16:54.857
cmh5eva6e00yhqhd9jh8qwso7,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Które cechy charakteryzują Ignacego Rzeckiego? (wybierz wszystkie poprawne),2025-10-24 22:16:54.855
cmh5eva6b00ygqhd9fl0mosli,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Dopasuj postaci z „Lalki” do ich głównych cech charakteru.,2025-10-24 22:16:54.851
cmh5eva6800yfqhd973i6lrmb,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Gdzie Wokulski poznał Izabelę Łęcką?,2025-10-24 22:16:54.849
cmh5eva6600yeqhd9o6r98og7,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto kupił sklep Wokulskiego?,2025-10-24 22:16:54.847
cmh5eva6400ydqhd9wm9kbvig,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto był żydowskim przyjacielem i lekarzem Wokulskiego?,2025-10-24 22:16:54.844
cmh5eva6200ycqhd9gft1rfjo,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Jaki interes prowadził Wokulski?,2025-10-24 22:16:54.842
cmh5eva6000ybqhd9k4zapgb8,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Co łączyło Rzeckiego z Wokulskim?,2025-10-24 22:16:54.84
cmh5eva5y00yaqhd92e8johma,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Gdzie Wokulski spotkał profesora Geista?,2025-10-24 22:16:54.838
cmh5eva5v00y9qhd920vikuju,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,W jakich latach toczy się akcja główna „Lalki”?,2025-10-24 22:16:54.836
cmh5eva5t00y8qhd9hsh6hewy,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kim był Maruszewicz w powieści?,2025-10-24 22:16:54.834
cmh5eva5r00y7qhd9uyvvycwz,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kim była Helena Stawska w powieści?,2025-10-24 22:16:54.831
cmh5eva5p00y6qhd9vcq444qj,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Z jakiej rodziny pochodził Stanisław Wokulski?,2025-10-24 22:16:54.829
cmh5eva5m00y5qhd9lbswcyef,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Co Wokulski kupił dla rodziny Łęckich za wygórowaną cenę?,2025-10-24 22:16:54.827
cmh5eva5k00y4qhd96jl5l5oa,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kim był Suzin w życiu Wokulskiego?,2025-10-24 22:16:54.824
cmh5eva5i00y3qhd9y4twuhxv,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Kto prowadził pamiętnik w powieści?,2025-10-24 22:16:54.822
cmh5eva5g00y2qhd907zz8hnr,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Jak nazywa się warszawska dzielnica biedy opisana w powieści?,2025-10-24 22:16:54.82
cmh5eva5e00y1qhd9uszmy793,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto uratował życie Wokulskiego podczas próby samobójstwa?,2025-10-24 22:16:54.818
cmh5eva5c00y0qhd9fxnftjok,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Gdzie Wokulski uczęszczał na wykłady jako wolny słuchacz?,2025-10-24 22:16:54.816
cmh5eva5900xzqhd9zweo238p,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Jak nazywa się ojciec Izabeli Łęckiej?,2025-10-24 22:16:54.814
cmh5eva5700xyqhd9rl3wn0mq,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Z kim Wokulski wziął ślub dla pieniędzy?,2025-10-24 22:16:54.812
cmh5eva5500xxqhd90hqcf6a6,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Jak długo Ignacy Rzecki mieszkał w pokoju przy sklepie?,2025-10-24 22:16:54.81
cmh5eva5300xwqhd9i2nwytul,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Jak nazywa się najbliższy przyjaciel Stanisława Wokulskiego?,2025-10-24 22:16:54.807
cmh5eva5100xvqhd9xybdn25i,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,4,"Dopasuj cytaty do postaci, które je wypowiadają lub których dotyczą.",2025-10-24 22:16:54.805
cmh5eva4y00xuqhd99ybzhs7i,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Dlaczego Wokulski nie mógł zostać uczonym po powrocie z Syberii?,2025-10-24 22:16:54.803
cmh5eva4w00xtqhd92hwaj6gy,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,5,"Jaką rolę pełni scena, w której Rzecki nakręca mechaniczne zabawki w sklepie?",2025-10-24 22:16:54.8
cmh5eva4u00xsqhd97kfbx0x9,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Co oznacza łaciński napis Non omnis moriar umieszczony przez Węgiełka na krzyżu?,2025-10-24 22:16:54.798
cmh5eva4s00xrqhd98viqfptj,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Dlaczego Wokulski organizuje aplauz dla włoskiego tragika Rossiego?,2025-10-24 22:16:54.796
cmh5eva4p00xqqhd90g5rplzn,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Z kim Wokulski spotyka się w Paryżu i kto reprezentuje ideał naukowca-wynalazcy?,2025-10-24 22:16:54.794
cmh5eva4n00xpqhd9kcq0mjhg,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Czym charakteryzuje się dzielnica Powiśle w Lalce?,2025-10-24 22:16:54.791
cmh5eva4l00xoqhd94ofcm9dm,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Za co został zesłany na Syberię Stanisław Wokulski?,2025-10-24 22:16:54.789
cmh5eva4i00xnqhd99uvjtom0,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Jaki proces sądowy miał inspirację w rzeczywistej historii przeczytanej przez Prusa?,2025-10-24 22:16:54.786
cmh5eva4g00xmqhd9e634vn73,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto zapisał Wokulskiemu znaczną część swojego majątku na badania naukowe?,2025-10-24 22:16:54.784
cmh5eva4d00xlqhd93n6fjw6b,ESSAY,WRITING,Lalka,5,Napisz rozprawkę: Czy idealiści mogą być szczęśliwi w świecie przedstawionym Lalki?,2025-10-24 22:16:54.782
cmh5eva4b00xkqhd9xmh8k9m4,ESSAY,WRITING,Lalka,5,Napisz rozprawkę na temat: Miłość – siła motywująca czy destrukcyjna? Omów zagadnienie na podstawie Lalki Bolesława Prusa.,2025-10-24 22:16:54.779
cmh5eva4800xjqhd982jkjf17,SYNTHESIS_NOTE,HISTORICAL_LITERARY,Lalka,5,Scharakteryzuj Lalkę jako powieść pozytywistyczną.,2025-10-24 22:16:54.777
cmh5eva4600xiqhd9vgyskcc2,SYNTHESIS_NOTE,HISTORICAL_LITERARY,Lalka,4,Omów technikę narracyjną w Lalce.,2025-10-24 22:16:54.774
cmh5eva4400xhqhd9rz085sxd,SYNTHESIS_NOTE,HISTORICAL_LITERARY,Lalka,4,Porównaj dwie kobiece postacie w Lalce.,2025-10-24 22:16:54.772
cmh5eva4100xgqhd9f4250qoe,SYNTHESIS_NOTE,HISTORICAL_LITERARY,Lalka,3,Napisz notatkę syntetyzującą o głównych motywach w Lalce.,2025-10-24 22:16:54.77
cmh5eva3z00xfqhd9swtlczt8,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,5,Rozwiń wypowiedź na temat otwartego zakończenia Lalki.,2025-10-24 22:16:54.767
cmh5eva3w00xeqhd9yg11vapn,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,4,"Wyjaśnij, jak Prus przedstawia kontrast między Warszawą a Paryżem.",2025-10-24 22:16:54.765
cmh5eva3u00xdqhd98tufjebr,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,4,Porównaj postawy Stanisława Wokulskiego i Juliana Ochockiego wobec nauki.,2025-10-24 22:16:54.762
cmh5eva3r00xcqhd9pq3k5kay,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,Scharakteryzuj postać Ignacego Rzeckiego.,2025-10-24 22:16:54.76
cmh5eva3p00xbqhd99rvn1ud4,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,3,Wyjaśnij znaczenie tytułu Lalka.,2025-10-24 22:16:54.758
cmh5eva3n00xaqhd9n0ok5uie,SHORT_ANSWER,HISTORICAL_LITERARY,Lalka,2,"Wyjaśnij, dlaczego Stanisław Wokulski wyjechał do Bułgarii.",2025-10-24 22:16:54.755
cmh5eva3k00x9qhd957qr1tfj,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,5,Dopasuj fragmenty tekstu do ich funkcji w kompozycji powieści.,2025-10-24 22:16:54.753
cmh5eva3i00x8qhd921khgu7h,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,3,Które zdania dotyczące Lalki są prawdziwe? (wybierz wszystkie poprawne),2025-10-24 22:16:54.75
cmh5eva3g00x7qhd9exry567c,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,4,"Dopasuj działania Wokulskiego do motywacji, która za nimi stała.",2025-10-24 22:16:54.748
cmh5eva3d00x6qhd9emsm5ih4,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,4,Uzupełnij analizę symboliki w Lalce.,2025-10-24 22:16:54.746
cmh5eva3b00x5qhd9rvtr1zp7,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,3,Dopasuj postaci do ich charakterystyki.,2025-10-24 22:16:54.743
cmh5eva3900x4qhd9mku0o5ck,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,3,Które motywy literackie pojawiają się w Lalce? (wybierz wszystkie poprawne),2025-10-24 22:16:54.741
cmh5eva3600x3qhd9l3h4bmzu,CLOSED_MULTIPLE,HISTORICAL_LITERARY,,2,Które cechy charakteryzują Stanisława Wokulskiego? (wybierz wszystkie poprawne),2025-10-24 22:16:54.739
cmh5eva3400x2qhd9iswsdqcj,CLOSED_SINGLE,HISTORICAL_LITERARY,,5,Jaki topos literacki Prus wykorzystuje w symbolice lalki i scenie z nakręcanymi zabawkami?,2025-10-24 22:16:54.736
cmh5eva3200x1qhd9telg41r5,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Co symbolizuje porównanie Warszawy i Paryża w powieści?,2025-10-24 22:16:54.734
cmh5eva3000x0qhd9gpk4bwth,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Jak zakończył się prawdopodobnie los Wokulskiego?,2025-10-24 22:16:54.732
cmh5eva2x00wzqhd9qlgyne7u,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,4,Jaki kontrast przedstawia Prus w postaciach Izabeli Łęckiej i Heleny Stawskiej?,2025-10-24 22:16:54.73
cmh5eva2v00wyqhd9065owugd,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Jak charakteryzuje się postać Izabeli Łęckiej?,2025-10-24 22:16:54.727
cmh5eva2s00wxqhd9sx4jbv2b,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,W jakim kierunku Prus krytykuje społeczeństwo w Lalce?,2025-10-24 22:16:54.725
cmh5eva2q00wwqhd968xhpp5i,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Kogo reprezentuje postać Juliana Ochockiego w powieści?,2025-10-24 22:16:54.723
cmh5eva2o00wvqhd9u8efixe0,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Co symbolizuje lalka w tytule powieści?,2025-10-24 22:16:54.72
cmh5eva2m00wuqhd9f00vlhgt,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Jaka technika narracyjna charakteryzuje Lalkę?,2025-10-24 22:16:54.718
cmh5eva2j00wtqhd9bw91wujx,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,W którym mieście głównie toczy się akcja Lalki?,2025-10-24 22:16:54.716
cmh5eva2h00wsqhd94pq9b89q,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Jaki pierwotny tytuł miała mieć Lalka?,2025-10-24 22:16:54.714
cmh5eva2f00wrqhd9gq7rbv0c,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Jakiego przywódcy politycznego uwielbiał Ignacy Rzecki?,2025-10-24 22:16:54.712
cmh5eva2d00wqqhd91wx215pj,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Kto jest narratorem w Pamiętniku starego subiekta?,2025-10-24 22:16:54.709
cmh5eva2b00wpqhd9m5v9e7kk,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Gdzie Wokulski zarobił swój majątek?,2025-10-24 22:16:54.707
cmh5eva2800woqhd9lgzm0qar,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Jaki zawód wykonuje Stanisław Wokulski?,2025-10-24 22:16:54.704
cmh5eva2600wnqhd9skqa3zn9,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,W kim zakochał się Stanisław Wokulski?,2025-10-24 22:16:54.702
cmh5eva2400wmqhd9bveppiac,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Jak nazywa się główny bohater Lalki?,2025-10-24 22:16:54.7
cmh5eva2100wlqhd9xmjmmibw,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,1,Kto jest autorem powieści Lalka?,2025-10-24 22:16:54.698
cmh5eva1z00wkqhd9ca6r0y4d,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,3,Która postać z 'Lalki' reprezentuje idealistę-romantyka?,2025-10-24 22:16:54.695
cmh5eva1w00wjqhd92bv4wt03,CLOSED_MULTIPLE,HISTORICAL_LITERARY,Lalka,2,Dopasuj postać z „Lalki” do jej roli społecznej.,2025-10-24 22:16:54.693
cmh5eva1u00wiqhd946hiih38,CLOSED_SINGLE,HISTORICAL_LITERARY,Lalka,2,Która postać z Lalki reprezentuje arystokrację?,2025-10-24 22:16:54.69
